study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__cheer_005,"Cheerleading: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__climb_002,Climbing: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__climb_002__l,Climbing: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_001___1,Does your child have their own device? [Multi-select]: Cell phone,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_001___2,Does your child have their own device? [Multi-select]: Tablet,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_001___3,Does your child have their own device? [Multi-select]: Laptop,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_001___4,Does your child have their own device? [Multi-select]: iPod or similar device,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_001___6,Does your child have their own device? [Multi-select]: Smart Watch,yes,not sensitive,screen time,not applicable,_none_
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__climb_004,"Climbing: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__climb_004__l,"Climbing: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__climb_005,"Climbing: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_002,"Are you following, or friends with, your child on any social media sites (e.g., Facebook, Instagram, Snapchat)?",yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_003,Do you suspect that your child has social media accounts that you are unaware of?,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_004,I feel like my child spends too much time online.,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_005,"I worry that my child will view inappropriate (foul language, promiscuous content, post condoning violence, etc.) things online.",yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_006,"I worry that my child will post inappropriate things (foul language, promiscuous content, post condoning violence, etc.) online.",yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_007___1,What types of screen media does your child use the most (not including screen media used for school or homework)? [Multi-select]: Television,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_007___2,What types of screen media does your child use the most (not including screen media used for school or homework)? [Multi-select]: Video games,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_007___3,What types of screen media does your child use the most (not including screen media used for school or homework)? [Multi-select]: Cell phone,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_007___4,What types of screen media does your child use the most (not including screen media used for school or homework)? [Multi-select]: Tablet,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_007___5,What types of screen media does your child use the most (not including screen media used for school or homework)? [Multi-select]: Handheld video game device,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst_007___6,What types of screen media does your child use the most (not including screen media used for school or homework)? [Multi-select]: Computer/laptop,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__dlt_001,"How often do you monitor your child's location using technology or an app (e.g., Find My iPhone, Find My Friends, mSpy, Life360)?",yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_001,My child sneaks using screen media.,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_002,Screen media is all that my child seems to think about.,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_003,It is hard for my child to stop using screen media.,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_004,"When my child has had a bad day, screen media seems to be the only thing that helps them feel better.",yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_005,My child's screen media use causes problems for the family.,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_006,The amount of time my child wants to use screen media keeps increasing,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_007,Screen media is the only thing that seems to motivate my child.,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_008,My child becomes frustrated when they cannot use screen media,yes,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Parent,nt_p_yst,nt_p_yst__pmum_009,My child's screen media use interferes with family activities.,yes,not sensitive,screen time,not applicable,_none_
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__climb_005__l,"Climbing: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__collect_002,Hobbies like collecting stamps or coins: About how many days per week? [Parent],yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__collect_002__l,Hobbies like collecting stamps or coins: About how many days per week? [Parent; Longitudinal],yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__collect_004,"Hobbies like collecting stamps or coins: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__collect_004__l,"Hobbies like collecting stamps or coins: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__collect_005,"Hobbies like collecting stamps or coins: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_001,"In your opinion, compared to other boys/girls your age, how much do you use your mobile device? [Pilot; Pre-survey]",no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_002,"In your opinion, do you do think the amount of time you spend on your device is healthy? [Pilot; Pre-survey]",no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_003,Do your parents limit the amount of time you can use screens? [Pilot; Pre-survey],no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_004,Do your parents limit the amount of time you can use your mobile device? [Pilot; Pre-survey],no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_005,Do you often break these rules (use more than supposed to)? [Pilot; Pre-survey],no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_006,"If you break the rules, is there any punishment? [Pilot; Pre-survey]",no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_007,"In your opinion, how do your parents rules compare to other boys/girls your age? [Pilot; Pre-survey]",no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_008,How often do your parents look at your mobile device? [Pilot; Pre-survey],no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_009,Have your parents ever installed or used an app on your device to monitor your phone use? [Pilot; Pre-survey],no,not sensitive,screen time,not applicable,_none_
Core,Novel Technologies,Screen Use,Youth,nt_y_earsp,nt_y_earsp__pre_010,Do any of your friends' devices have applications on it that their parents use to monitor their device use? [Pilot; Pre-survey],no,not sensitive,screen time,not applicable,_none_
Core,Physical Health,Physical Activity,Parent,ph_p_saiq,ph_p_saiq__collect_005__l,"Hobbies like collecting stamps or coins: Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? [Parent; Longitudinal]",yes,not sensitive,hobbies/activities,not applicable,conventional organizations
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_001,"In your opinion, compared to other boys/girls your age, how much physical activity do you do? [Pilot; Pre-survey]",no,not sensitive,physical health,exercise,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_002,"In your opinion, do you do think the amount of physical activity you do is healthy? [Pilot; Pre-survey]",no,not sensitive,physical health,exercise,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_003,"In your opinion, compared to other boys/girls your age, how many sedentary behaviors do you do? [Pilot; Pre-survey]",no,not sensitive,physical health,exercise,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_004,"In your opinion, do you think the amount of sedentary behaviors you do is healthy? [Pilot; Pre-survey]",no,not sensitive,physical health,sleep,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_005,"In your opinion, compared to other boys/girls your age, how much sleep do you get? [Pilot; Pre-survey]",no,not sensitive,physical health,sleep,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_006,"In your opinion, do you think the amount of sleep you do is healthy? [Pilot; Pre-survey]",no,not sensitive,physical health,sleep,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_007,Do any of your friends wear a Fitbit or other activity tracker? [Pilot; Pre-survey],no,not sensitive,physical health,exercise,_none_
Core,Novel Technologies,Actigraphy,Youth,nt_y_fitbp,nt_y_fitbp__pre_007__01,Do any of your friends wear a Fitbit or other activity tracker: How many? [Pilot; Pre-survey],yes,not sensitive,physical health,exercise,_none_
